cell,type,class,sx,sy,px,py
u0_g62375,AOI22xp5_ASAP7_75t_L,core,324,270,10998,21528
u0_g62376,OAI322xp33_ASAP7_75t_SL,core,486,270,7704,21798
u0_g62377,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,15588,12888
u0_g62378,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,17586,30168
u0_g62379,AOI22xp33_ASAP7_75t_SL,core,324,270,4896,21798
u0_g62380,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,19098,29898
u0_g62381,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,15048,13158
u0_g62382,OAI21xp33_ASAP7_75t_L,core,270,270,7434,21528
u0_g62383,OAI21xp33_ASAP7_75t_L,core,270,270,12726,20718
u0_g62388,AOI322xp5_ASAP7_75t_SL,core,486,270,5112,23148
u0_g62389,OAI321xp33_ASAP7_75t_SL,core,432,270,12510,18018
u0_g62390,OAI211xp5_ASAP7_75t_L,core,324,270,18018,28008
u0_g62391,AOI221xp5_ASAP7_75t_SL,core,378,270,18882,30168
u0_g62392,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,13860,15048
u0_g62393,OAI331xp33_ASAP7_75t_SL,core,486,270,15426,14778
u0_g62394,AOI211xp5_ASAP7_75t_SL,core,324,270,15750,17208
u0_g62395,AOI322xp5_ASAP7_75t_SL,core,486,270,3762,23688
u0_g62396,OAI221xp5_ASAP7_75t_SL,core,378,270,18126,31248
u0_g62397,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,10512,18828
u0_g62398,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,5436,21258
u0_g62399,AOI22xp33_ASAP7_75t_SL,core,324,270,18990,29088
u0_g62400,OAI221xp5_ASAP7_75t_SL,core,378,270,15264,29088
u0_g62401,AOI211xp5_ASAP7_75t_SL,core,324,270,16290,28548
u0_g62402,OAI22xp5_ASAP7_75t_SL,core,324,270,11970,18018
u0_g62403,OAI221xp5_ASAP7_75t_SL,core,378,270,12348,20448
u0_g62404,OAI221xp5_ASAP7_75t_SL,core,378,270,7920,24498
u0_g62405,AOI22xp33_ASAP7_75t_SL,core,324,270,7434,23958
u0_g62406,OAI211xp5_ASAP7_75t_SL,core,324,270,3708,20988
u0_g62407,AOI221x1_ASAP7_75t_SL,core,756,270,17370,13968
u0_g62408,AOI221xp5_ASAP7_75t_SL,core,378,270,17424,31518
u0_g62409,OAI221xp5_ASAP7_75t_L,core,378,270,14832,15588
u0_g62410,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,15264,12888
u0_g62411,A2O1A1O1Ixp25_ASAP7_75t_SL,core,486,270,6948,23958
u0_g62412,AOI22xp33_ASAP7_75t_SL,core,324,270,19368,30708
u0_g62413,AOI21xp5_ASAP7_75t_L,core,270,270,7542,22068
u0_g62414,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,11862,17478
u0_g62415,AOI211xp5_ASAP7_75t_L,core,324,270,7056,22608
u0_g62416,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,18342,12618
u0_g62417,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,11322,17748
u0_g62418,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,18828,13158
u0_g62419,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,12510,20988
u0_g62420,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,6030,23688
u0_g62421,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,18234,12888
u0_g62422,OAI21xp5_ASAP7_75t_L,core,270,270,13374,20448
u0_g62423,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,14616,14238
u0_g62424,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,16074,11808
u0_g62425,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,18558,12888
u0_g62426,OAI321xp33_ASAP7_75t_SL,core,432,270,15480,16128
u0_g62427,OAI22xp33_ASAP7_75t_L,core,324,270,18342,29628
u0_g62428,AOI221xp5_ASAP7_75t_L,core,378,270,17640,16128
u0_g62429,AOI331xp33_ASAP7_75t_SL,core,486,270,15804,27738
u0_g62430,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,15426,29628
u0_g62431,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,5004,20448
u0_g62432,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,17316,31788
u0_g62436,AOI221xp5_ASAP7_75t_SL,core,378,270,5274,23688
u0_g62437,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,6138,23418
u0_g62438,OAI211xp5_ASAP7_75t_R,core,324,270,17532,15048
u0_g62439,OAI21xp5_ASAP7_75t_L,core,270,270,6084,21258
u0_g62440,OAI221xp5_ASAP7_75t_SL,core,378,270,13968,15858
u0_g62441,AOI21xp5_ASAP7_75t_R,core,270,270,18126,29088
u0_g62442,OAI321xp33_ASAP7_75t_SL,core,432,270,6516,23958
u0_g62443,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,17748,30978
u0_g62444,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,10728,19638
u0_g62445,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,4356,22068
u0_g62446,AOI211xp5_ASAP7_75t_R,core,324,270,6570,20718
u0_g62447,AOI21xp5_ASAP7_75t_SL,core,270,270,10296,21258
u0_g62448,OAI32xp33_ASAP7_75t_L,core,378,270,10188,18288
u0_g62449,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,16830,29628
u0_g62450,AOI21xp33_ASAP7_75t_L,core,270,270,16776,31248
u0_g62451,AOI22xp33_ASAP7_75t_R,core,324,270,9648,19908
u0_g62452,OAI22xp5_ASAP7_75t_L,core,324,270,11268,19368
u0_g62453,OAI21xp33_ASAP7_75t_R,core,270,270,10134,19638
u0_g62454,OAI322xp33_ASAP7_75t_SL,core,486,270,14184,15318
u0_g62455,AOI22xp5_ASAP7_75t_SL,core,324,270,4410,24228
u0_g62456,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,17208,15318
u0_g62457,OAI221xp5_ASAP7_75t_SL,core,378,270,6030,23148
u0_g62458,OAI22xp5_ASAP7_75t_SL,core,324,270,16452,15048
u0_g62459,OAI322xp33_ASAP7_75t_SL,core,486,270,14346,16128
u0_g62460,AOI22xp33_ASAP7_75t_SL,core,324,270,15426,28818
u0_g62461,OAI221xp5_ASAP7_75t_SL,core,378,270,16722,13698
u0_g62462,AOI211xp5_ASAP7_75t_SL,core,324,270,16398,30168
u0_g62463,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,10350,17208
u0_g62464,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,4950,20988
u0_g62465,NAND2xp33_ASAP7_75t_R,core,216,270,14400,16668
u0_g62466,OAI211xp5_ASAP7_75t_L,core,324,270,10674,20718
u0_g62467,OAI211xp5_ASAP7_75t_SL,core,324,270,4572,23688
u0_g62468,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,11052,17478
u0_g62469,OAI21xp33_ASAP7_75t_L,core,270,270,8244,22878
u0_g62470,OAI21xp5_ASAP7_75t_SL,core,270,270,11754,20988
u0_g62471,A2O1A1O1Ixp25_ASAP7_75t_R,core,486,270,11862,20448
u0_g62472,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,10512,17748
u0_g62473,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,3870,22338
u0_g62474,OAI31xp33_ASAP7_75t_L,core,324,270,15750,28278
u0_g62475,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,14616,14778
u0_g62476,OAI21xp33_ASAP7_75t_L,core,270,270,15102,29358
u0_g62477,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,16992,15588
u0_g62478,OAI211xp5_ASAP7_75t_R,core,324,270,6192,22608
u0_g62479,NOR2xp33_ASAP7_75t_R,core,216,270,17046,12888
u0_g62480,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,17856,16668
u0_g62481,NAND3xp33_ASAP7_75t_R,core,270,270,18720,12348
u0_g62482,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,14184,12888
u0_g62483,OAI332xp33_ASAP7_75t_SL,core,540,270,12510,21528
u0_g62484,NOR3xp33_ASAP7_75t_L,core,270,270,8190,21528
u0_g62485,AOI322xp5_ASAP7_75t_R,core,486,270,8730,19368
u0_g62486,OAI322xp33_ASAP7_75t_L,core,486,270,17100,29088
u0_g62487,AOI322xp5_ASAP7_75t_R,core,486,270,15210,15048
u0_g62488,OAI211xp5_ASAP7_75t_L,core,324,270,17154,30168
u0_g62489,AOI322xp5_ASAP7_75t_R,core,486,270,6354,21258
u0_g62490,OAI21xp33_ASAP7_75t_R,core,270,270,7920,23418
u0_g62491,OA21x2_ASAP7_75t_SL,core,378,270,13428,13968
u0_g62492,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,3654,21258
u0_g62493,OAI33xp33_ASAP7_75t_SL,core,432,270,13698,13158
u0_g62494,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,17532,30438
u0_g62495,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,18126,30438
u0_g62496,AOI21xp33_ASAP7_75t_R,core,270,270,8568,24768
u0_g62497,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,14346,15858
u0_g62498,OAI211xp5_ASAP7_75t_L,core,324,270,15912,27198
u0_g62499,AOI211xp5_ASAP7_75t_SL,core,324,270,10026,18018
u0_g62500,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,13320,18828
u0_g62501,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,16452,31248
u0_g62502,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,17586,28548
u0_g62503,OAI311xp33_ASAP7_75t_L,core,378,270,17424,32058
u0_g62504,AOI211xp5_ASAP7_75t_L,core,324,270,10620,18288
u0_g62505,AOI311xp33_ASAP7_75t_SL,core,378,270,10890,18018
u0_g62506,AOI211xp5_ASAP7_75t_SL,core,324,270,16776,15048
u0_g62507,AOI311xp33_ASAP7_75t_R,core,378,270,3978,22068
u0_g62508,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,10944,22068
u0_g62509,OAI21xp33_ASAP7_75t_R,core,270,270,10188,19098
u0_g62510,AOI211xp5_ASAP7_75t_L,core,324,270,17424,30978
u0_g62511,AOI21xp5_ASAP7_75t_SL,core,270,270,9324,20988
u0_g62512,AO21x1_ASAP7_75t_R,core,324,270,17802,29088
u0_g62513,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,4788,20718
u0_g62514,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,14724,13428
u0_g62515,OAI221xp5_ASAP7_75t_L,core,378,270,17046,27468
u0_g62516,AOI221xp5_ASAP7_75t_SL,core,378,270,6570,25578
u0_g62517,OAI211xp5_ASAP7_75t_L,core,324,270,7326,25308
u0_g62518,OAI21xp33_ASAP7_75t_R,core,270,270,7164,22338
u0_g62519,OR3x1_ASAP7_75t_R,core,324,270,19422,12348
u0_g62520,NAND3xp33_ASAP7_75t_R,core,270,270,18450,12348
u0_g62521,AO21x1_ASAP7_75t_SL,core,324,270,3330,23418
u0_g62522,NAND5xp2_ASAP7_75t_SL,core,378,270,16668,31518
u0_g62523,OAI211xp5_ASAP7_75t_L,core,324,270,16128,16668
u0_g62524,AOI221xp5_ASAP7_75t_SL,core,378,270,14886,14508
u0_g62525,OAI211xp5_ASAP7_75t_R,core,324,270,12942,18558
u0_g62526,AOI211xp5_ASAP7_75t_SL,core,324,270,15804,16668
u0_g62527,OAI221xp5_ASAP7_75t_SL,core,378,270,17478,16668
u0_g62528,OAI21xp33_ASAP7_75t_L,core,270,270,10728,21798
u0_g62529,AOI211xp5_ASAP7_75t_SL,core,324,270,16074,13698
u0_g62530,NAND5xp2_ASAP7_75t_L,core,378,270,16668,28818
u0_g62531,OAI221xp5_ASAP7_75t_R,core,378,270,12024,17208
u0_g62532,OAI221xp5_ASAP7_75t_SL,core,378,270,15480,12078
u0_g62533,OAI221xp5_ASAP7_75t_R,core,378,270,17370,28818
u0_g62534,OAI22xp33_ASAP7_75t_L,core,324,270,12996,20718
u0_g62535,AOI221xp5_ASAP7_75t_L,core,378,270,18720,30438
u0_g62536,OAI211xp5_ASAP7_75t_R,core,324,270,16506,27468
u0_g62537,AOI211xp5_ASAP7_75t_R,core,324,270,7218,24498
u0_g62538,AOI221xp5_ASAP7_75t_SL,core,378,270,12780,19098
u0_g62539,AO221x1_ASAP7_75t_SL,core,540,270,10458,20448
u0_g62540,OAI221xp5_ASAP7_75t_R,core,378,270,5922,22338
u0_g62541,OAI221xp5_ASAP7_75t_R,core,378,270,13104,17748
u0_g62542,AOI221xp5_ASAP7_75t_L,core,378,270,16560,13158
u0_g62543,OAI221xp5_ASAP7_75t_L,core,378,270,15210,15318
u0_g62544,AOI211xp5_ASAP7_75t_L,core,324,270,7758,24768
u0_g62545,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,6678,24498
u0_g62546,OAI221xp5_ASAP7_75t_R,core,378,270,13590,15858
u0_g62547,OAI211xp5_ASAP7_75t_SL,core,324,270,19044,29628
u0_g62548,AOI31xp33_ASAP7_75t_L,core,324,270,17802,26928
u0_g62549,A2O1A1O1Ixp25_ASAP7_75t_SL,core,486,270,12024,20988
u0_g62550,NOR2xp33_ASAP7_75t_R,core,216,270,14508,13428
u0_g62551,NOR4xp25_ASAP7_75t_R,core,324,270,6894,21798
u0_g62552,AOI211xp5_ASAP7_75t_L,core,324,270,11592,19368
u0_g62553,AOI211xp5_ASAP7_75t_R,core,324,270,6786,23418
u0_g62554,A2O1A1O1Ixp25_ASAP7_75t_SL,core,486,270,15966,31248
u0_g62555,OAI211xp5_ASAP7_75t_SL,core,324,270,15804,15858
u0_g62556,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,15102,31788
u0_g62557,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,10782,16668
u0_g62558,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,11214,18828
u0_g62559,OAI211xp5_ASAP7_75t_SL,core,324,270,15264,30438
u0_g62560,AOI211xp5_ASAP7_75t_R,core,324,270,5652,21798
u0_g62561,OAI221xp5_ASAP7_75t_L,core,378,270,12942,19638
u0_g62562,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,12888,13428
u0_g62563,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,5868,25848
u0_g62564,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,17208,27738
u0_g62565,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,17424,14508
u0_g62566,AOI211xp5_ASAP7_75t_R,core,324,270,7380,22608
u0_g62567,OAI211xp5_ASAP7_75t_L,core,324,270,12348,19638
u0_g62568,AOI211xp5_ASAP7_75t_L,core,324,270,13536,15048
u0_g62569,AOI321xp33_ASAP7_75t_L,core,432,270,14778,16668
u0_g62570,NAND4xp25_ASAP7_75t_L,core,324,270,11376,19098
u0_g62571,OAI221xp5_ASAP7_75t_SL,core,378,270,3708,22878
u0_g62572,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,18774,28548
u0_g62573,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,16884,27738
u0_g62574,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,9648,21798
u0_g62575,OAI221xp5_ASAP7_75t_SL,core,378,270,15372,13428
u0_g62576,AOI221xp5_ASAP7_75t_SL,core,378,270,10836,18828
u0_g62577,AOI221xp5_ASAP7_75t_SL,core,378,270,17964,32328
u0_g62578,OAI211xp5_ASAP7_75t_L,core,324,270,15912,12888
u0_g62579,AOI221xp5_ASAP7_75t_R,core,378,270,14886,29088
u0_g62580,OAI311xp33_ASAP7_75t_L,core,378,270,17046,31518
u0_g62581,OAI211xp5_ASAP7_75t_R,core,324,270,5706,22068
u0_g62582,AOI211xp5_ASAP7_75t_R,core,324,270,9216,19368
u0_g62583,OAI211xp5_ASAP7_75t_R,core,324,270,10404,19638
u0_g62584,OAI221xp5_ASAP7_75t_R,core,378,270,17046,14778
u0_g62585,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,14508,16938
u0_g62586,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,18018,32058
u0_g62587,AOI21xp33_ASAP7_75t_R,core,270,270,6246,21798
u0_g62588,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,8946,20718
u0_g62589,OAI211xp5_ASAP7_75t_R,core,324,270,6300,22338
u0_g62590,AOI211xp5_ASAP7_75t_SL,core,324,270,17100,30978
u0_g62591,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,16722,14508
u0_g62592,OAI211xp5_ASAP7_75t_R,core,324,270,9810,20448
u0_g62593,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,6786,20988
u0_g62594,AOI21xp33_ASAP7_75t_R,core,270,270,16506,15588
u0_g62595,AOI221xp5_ASAP7_75t_SL,core,378,270,12132,16938
u0_g62596,AOI221xp5_ASAP7_75t_SL,core,378,270,7272,23418
u0_g62597,OAI222xp33_ASAP7_75t_R,core,540,270,7596,22338
u0_g62598,OAI211xp5_ASAP7_75t_L,core,324,270,4626,23148
u0_g62599,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,4248,23418
u0_g62600,AOI221xp5_ASAP7_75t_SL,core,378,270,5382,24768
u0_g62601,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,15156,16128
u0_g62602,OAI211xp5_ASAP7_75t_L,core,324,270,17046,13968
u0_g62603,AOI221xp5_ASAP7_75t_R,core,378,270,16884,28278
u0_g62604,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,15912,16398
u0_g62605,OAI311xp33_ASAP7_75t_SL,core,378,270,9702,20178
u0_g62606,OAI21xp33_ASAP7_75t_SL,core,270,270,3654,24498
u0_g62607,OAI211xp5_ASAP7_75t_SL,core,324,270,11700,21528
u0_g62608,AOI221xp5_ASAP7_75t_L,core,378,270,10458,18558
u0_g62609,AOI211xp5_ASAP7_75t_L,core,324,270,18504,31248
u0_g62610,NAND4xp25_ASAP7_75t_L,core,324,270,18234,28278
u0_g62612,NOR3xp33_ASAP7_75t_R,core,270,270,18666,12618
u0_g62614,OAI221xp5_ASAP7_75t_R,core,378,270,5814,24768
u0_g62615,OAI221xp5_ASAP7_75t_L,core,378,270,17100,13698
u0_g62616,AO21x1_ASAP7_75t_L,core,324,270,4842,21258
u0_g62617,OAI21xp33_ASAP7_75t_L,core,270,270,10728,21528
u0_g62618,OR4x1_ASAP7_75t_R,core,378,270,7650,22878
u0_g62619,AO21x1_ASAP7_75t_SL,core,324,270,15588,15318
u0_g62620,OAI221xp5_ASAP7_75t_L,core,378,270,13428,14778
u0_g62621,AOI211xp5_ASAP7_75t_SL,core,324,270,6570,24768
u0_g62622,OAI211xp5_ASAP7_75t_SL,core,324,270,15750,29628
u0_g62623,OAI221xp5_ASAP7_75t_SL,core,378,270,15102,12078
u0_g62624,OAI322xp33_ASAP7_75t_R,core,486,270,12186,20178
u0_g62625,OAI21xp33_ASAP7_75t_R,core,270,270,9594,20988
u0_g62626,OAI21xp33_ASAP7_75t_SL,core,270,270,18936,30708
u0_g62627,AOI221xp5_ASAP7_75t_SL,core,378,270,15588,13158
u0_g62628,OAI211xp5_ASAP7_75t_L,core,324,270,5490,20988
u0_g62629,OAI221xp5_ASAP7_75t_R,core,378,270,15858,30978
u0_g62630,AOI221xp5_ASAP7_75t_R,core,378,270,18180,29898
u0_g62631,OAI321xp33_ASAP7_75t_L,core,432,270,12294,18288
u0_g62632,OAI211xp5_ASAP7_75t_SL,core,324,270,16344,28818
u0_g62633,AOI211xp5_ASAP7_75t_R,core,324,270,18018,31788
u0_g62634,OAI211xp5_ASAP7_75t_R,core,324,270,18072,27738
u0_g62635,OAI211xp5_ASAP7_75t_L,core,324,270,12780,16668
u0_g62636,OAI221xp5_ASAP7_75t_L,core,378,270,14994,12348
u0_g62637,NOR4xp25_ASAP7_75t_R,core,324,270,11700,19638
u0_g62638,AOI211xp5_ASAP7_75t_R,core,324,270,9972,19908
u0_g62639,OR4x1_ASAP7_75t_R,core,378,270,7866,21258
u0_g62640,AOI221xp5_ASAP7_75t_R,core,378,270,17208,13428
u0_g62641,AOI221xp5_ASAP7_75t_R,core,378,270,8892,21258
u0_g62642,AOI221xp5_ASAP7_75t_R,core,378,270,16290,16938
u0_g62643,AOI221xp5_ASAP7_75t_R,core,378,270,16560,30438
u0_g62644,OAI21xp33_ASAP7_75t_L,core,270,270,16236,28008
u0_g62645,AOI221xp5_ASAP7_75t_R,core,378,270,7110,22068
u0_g62646,OAI211xp5_ASAP7_75t_SL,core,324,270,7650,25038
u0_g62647,OAI322xp33_ASAP7_75t_R,core,486,270,13482,17208
u0_g62648,OAI211xp5_ASAP7_75t_L,core,324,270,16614,12618
u0_g62649,AOI221xp5_ASAP7_75t_R,core,378,270,16020,12348
u0_g62650,OAI222xp33_ASAP7_75t_L,core,540,270,19098,30438
u0_g62651,AOI222xp33_ASAP7_75t_SL,core,540,270,16506,14238
u0_g62652,OAI21xp33_ASAP7_75t_L,core,270,270,4896,22338
u0_g62653,OAI221xp5_ASAP7_75t_R,core,378,270,6084,24228
u0_g62654,AOI321xp33_ASAP7_75t_SL,core,432,270,15372,27738
u0_g62655,OA222x2_ASAP7_75t_L,core,648,270,12726,20448
u0_g62656,OAI21xp33_ASAP7_75t_L,core,270,270,13212,19368
u0_g62657,OAI211xp5_ASAP7_75t_SL,core,324,270,14184,15048
u0_g62658,OAI21xp33_ASAP7_75t_L,core,270,270,16506,28008
u0_g62659,OAI221xp5_ASAP7_75t_SL,core,378,270,15642,30168
u0_g62660,OAI321xp33_ASAP7_75t_L,core,432,270,15912,31788
u0_g62661,OAI221xp5_ASAP7_75t_R,core,378,270,11484,20448
u0_g62662,OAI321xp33_ASAP7_75t_L,core,432,270,12294,18558
u0_g62663,OAI221xp5_ASAP7_75t_SL,core,378,270,4248,20718
u0_g62664,AOI221xp5_ASAP7_75t_SL,core,378,270,15048,29628
u0_g62665,AO332x1_ASAP7_75t_L,core,594,270,5976,21528
u0_g62666,AOI221xp5_ASAP7_75t_L,core,378,270,10188,22068
u0_g62667,AO332x1_ASAP7_75t_L,core,594,270,14724,13698
u0_g62668,AOI332xp33_ASAP7_75t_R,core,540,270,8892,18828
u0_g62669,OA332x1_ASAP7_75t_L,core,594,270,16506,29088
u0_g62670,AOI211xp5_ASAP7_75t_L,core,324,270,19152,30978
u0_g62671,AOI221xp5_ASAP7_75t_L,core,378,270,15696,31518
u0_g62672,OAI22xp33_ASAP7_75t_L,core,324,270,6516,22608
u0_g62673,OAI322xp33_ASAP7_75t_R,core,486,270,9216,19638
u0_g62675,AOI221xp5_ASAP7_75t_R,core,378,270,16560,17208
u0_g62676,OAI221xp5_ASAP7_75t_R,core,378,270,4032,20988
u0_g62677,AOI221xp5_ASAP7_75t_L,core,378,270,10296,21528
u0_g62678,AOI211xp5_ASAP7_75t_SL,core,324,270,17370,29628
u0_g62679,AOI322xp5_ASAP7_75t_L,core,486,270,5058,22608
u0_g62680,OAI221xp5_ASAP7_75t_R,core,378,270,11322,21528
u0_g62681,AOI211xp5_ASAP7_75t_R,core,324,270,17532,15318
u0_g62682,AOI211xp5_ASAP7_75t_L,core,324,270,4086,24228
u0_g62683,INVxp33_ASAP7_75t_R,core,162,270,6408,24768
u0_g62684,INVx1_ASAP7_75t_SL,core,162,270,16614,30978
u0_g62685,INVxp33_ASAP7_75t_R,core,162,270,17910,15858
u0_g62686,INVxp67_ASAP7_75t_L,core,162,270,15912,12618
u0_g62687,OAI321xp33_ASAP7_75t_L,core,432,270,7272,24228
u0_g62688,OAI21xp33_ASAP7_75t_R,core,270,270,16452,32058
u0_g62689,OAI21xp33_ASAP7_75t_R,core,270,270,14832,27468
u0_g62690,OAI211xp5_ASAP7_75t_R,core,324,270,11430,18018
u0_g62691,OR2x2_ASAP7_75t_R,core,324,270,17694,12888
u0_g62692,AOI32xp33_ASAP7_75t_SL,core,378,270,13806,16398
u0_g62693,OAI321xp33_ASAP7_75t_L,core,432,270,12402,18828
u0_g62694,AOI211xp5_ASAP7_75t_SL,core,324,270,6030,25038
u0_g62695,OAI21xp33_ASAP7_75t_L,core,270,270,12672,22068
u0_g62696,AOI221xp5_ASAP7_75t_R,core,378,270,9864,20988
u0_g62697,AOI211xp5_ASAP7_75t_L,core,324,270,4356,21258
u0_g62698,AOI21xp33_ASAP7_75t_R,core,270,270,12294,16398
u0_g62699,AO21x1_ASAP7_75t_SL,core,324,270,10944,18288
u0_g62700,AOI21xp5_ASAP7_75t_L,core,270,270,16506,32328
u0_g62701,OAI21xp33_ASAP7_75t_R,core,270,270,3924,22608
u0_g62702,NOR2xp33_ASAP7_75t_R,core,216,270,9648,18288
u0_g62703,OAI211xp5_ASAP7_75t_L,core,324,270,17262,31248
u0_g62704,OAI21xp33_ASAP7_75t_R,core,270,270,15858,29088
u0_g62705,OAI21xp33_ASAP7_75t_R,core,270,270,16668,16668
u0_g62706,AOI21xp33_ASAP7_75t_R,core,270,270,10512,19368
u0_g62707,AOI21xp33_ASAP7_75t_R,core,270,270,7704,21528
u0_g62708,AOI32xp33_ASAP7_75t_R,core,378,270,9918,20718
u0_g62709,OAI21xp33_ASAP7_75t_R,core,270,270,15912,15318
u0_g62710,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,14292,28548
u0_g62711,AOI211xp5_ASAP7_75t_R,core,324,270,17802,29358
u0_g62712,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,10026,18828
u0_g62713,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,4680,24498
u0_g62714,O2A1O1Ixp33_ASAP7_75t_L,core,324,270,14022,29898
u0_g62715,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,12780,14508
u0_g62716,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,15534,16938
u0_g62717,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,7272,23688
u0_g62718,OAI221xp5_ASAP7_75t_R,core,378,270,7758,23148
u0_g62719,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,14886,28818
u0_g62720,AOI321xp33_ASAP7_75t_L,core,432,270,15858,27468
u0_g62721,NOR4xp25_ASAP7_75t_L,core,324,270,17586,15858
u0_g62722,AOI21xp33_ASAP7_75t_L,core,270,270,5544,22338
u0_g62723,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,15534,17478
u0_g62724,OAI321xp33_ASAP7_75t_R,core,432,270,6894,24768
u0_g62725,OA211x2_ASAP7_75t_L,core,432,270,18666,28818
u0_g62726,OAI211xp5_ASAP7_75t_L,core,324,270,9864,18558
u0_g62727,OAI221xp5_ASAP7_75t_R,core,378,270,3870,21528
u0_g62728,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,10620,19908
u0_g62729,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,18450,30708
u0_g62730,AOI211xp5_ASAP7_75t_SL,core,324,270,9270,21258
u0_g62731,NAND3xp33_ASAP7_75t_R,core,270,270,17100,15048
u0_g62732,A2O1A1Ixp33_ASAP7_75t_R,core,324,270,5220,22338
u0_g62733,OAI211xp5_ASAP7_75t_SL,core,324,270,5544,24228
u0_g62734,OAI31xp33_ASAP7_75t_R,core,324,270,15642,15588
u0_g62735,AOI32xp33_ASAP7_75t_R,core,378,270,3492,23958
u0_g62736,AOI311xp33_ASAP7_75t_L,core,378,270,11214,19908
u0_g62737,OAI21xp33_ASAP7_75t_L,core,270,270,14400,16398
u0_g62738,OA21x2_ASAP7_75t_R,core,378,270,9972,21798
u0_g62739,O2A1O1Ixp33_ASAP7_75t_R,core,324,270,15750,29358
u0_g62740,OAI21xp33_ASAP7_75t_R,core,270,270,8946,19638
u0_g62741,AOI31xp33_ASAP7_75t_SL,core,324,270,14562,28818
